theater_name,theater_address,jibunAddress,theater_lat,theater_lon
CGV 서전주,전라북도 전주시 완산구 효자동3가 홍산로 260,전라북도 전주시 완산구 효자동3가 1531-2 M-SQUARE,35.816831,127.1064634
CGV 순천,전라남도 순천시 장천동 장명로 22,전라남도 순천시 장천동 54-1,34.950767,127.4863649
CGV 순천신대,전라남도 순천시 해룡면 해광로 199,전라남도 순천시 해룡면 신대리 2139,34.9259734,127.5523936
CGV 여수웅천,전라남도 여수시 웅천동 웅천로 19-16,전라남도 여수시 웅천동 1718-5,34.7478302,127.6781102
CGV 익산,전라북도 익산시 영등1동 무왕로 1052,전라북도 익산시 영등동 149-1 CGV익산,35.9581321,126.9737551
CGV 전주고사,전라북도 전주시 완산구 중앙동 전주객사3길 72,전라북도 전주시 완산구 고사동 355-1,35.8203737,127.142048
CGV 전주효자,전라북도 전주시 완산구 효자동1가 434,전라북도 전주시 완산구 효자동1가 434,35.8070297,127.1158694
CGV 정읍,전라북도 정읍시 수성동 중앙1길 1,전라북도 정읍시 수성동 525-1 CGV 정읍,35.5699207,126.8495615
CGV 제주,제주특별자치도 제주시 이도2동 서광로 288,제주특별자치도 제주시 이도이동 1776-3 메카플러스,33.5000817,126.5272542
CGV 제주노형,제주특별자치도 제주시 노형동 노형로 407,제주특별자치도 제주시 노형동 1288-5 노형타워,33.4858236,126.4782833
